Timestamp,ID,Etsy_Listing_ID,URL,Status,Title,Price_Text,Digital_Signal,Image_Count,Notes
2026-05-06T22:03:59-04:00,Poster-Academia-0001,4500654287,https://www.etsy.com/listing/4500654287,ACTIVE_READABLE,Celestial Gateway Dark Academia Poster | Moonstone Architecture Study Decor | Digital Printable Wall Art 2x3 3x4 4x5 5x7 11x14,$6.99,YES,20,
2026-05-06T22:04:06-04:00,Poster-Academia-0002,4500664506,https://www.etsy.com/listing/4500664506,ACTIVE_READABLE,Dark Academia Obsidian Threshold Poster | Vintage Study Decor | Mentor Wisdom | Premium Digital Print | 12x18,$6.99,YES,20,
2026-05-06T22:04:14-04:00,Poster-Academia-0003,4500665474,https://www.etsy.com/listing/4500665474,ACTIVE_READABLE,"Dark Academia Serpentine Portal of Alchemical Texts | Digital Print for Study Decor, Mystical Wall Art, 12x18 Poster",$6.99,YES,20,
2026-05-06T22:04:50-04:00,Poster-Academia-0001,4500654287,https://www.etsy.com/listing/4500654287,ACTIVE_READABLE,Celestial Gateway Dark Academia Poster | Moonstone Architecture Study Decor | Digital Printable Wall Art 2x3 3x4 4x5 5x7 11x14,$6.99,YES,20,
2026-05-06T22:04:59-04:00,Poster-Academia-0002,4500664506,https://www.etsy.com/listing/4500664506,ACTIVE_READABLE,Dark Academia Obsidian Threshold Poster | Vintage Study Decor | Mentor Wisdom | Premium Digital Print | 12x18,$6.99,YES,20,
2026-05-06T22:05:06-04:00,Poster-Academia-0003,4500665474,https://www.etsy.com/listing/4500665474,ACTIVE_READABLE,"Dark Academia Serpentine Portal of Alchemical Texts | Digital Print for Study Decor, Mystical Wall Art, 12x18 Poster",$6.99,YES,20,
2026-05-06T22:05:13-04:00,Poster-Academia-0081,4500657145,https://www.etsy.com/listing/4500657145,ACTIVE_READABLE,Celestial Armillary Sphere | Dark Academia Scholar Print | Vintage Astronomy Wall Art | 12x18 Digital Download | Quiet Study Decor,$6.99,YES,20,
2026-05-06T22:05:19-04:00,Poster-Academia-0082,4500667154,https://www.etsy.com/listing/4500667154,ACTIVE_READABLE,Celestial Armillary Codex | Vintage Astronomy Poster | Dark Academia Wall Art | 12x18 Digital Download,$6.99,YES,20,
2026-05-06T22:05:26-04:00,Poster-Academia-0083,4500667734,https://www.etsy.com/listing/4500667734,ACTIVE_READABLE,Cosmic Lotus Observatory | Steampunk Academia Mentor-Grade Poster | Dark Academia Wall Art | Jade Relic Quiet Study Decor | Digital Download,$12.99,YES,20,
2026-05-06T22:05:33-04:00,Poster-Academia-0084,4500668282,https://www.etsy.com/listing/4500668282,ACTIVE_READABLE,Astrolabe Chalice Relic Dark Academia Poster | Vintage Study Decor | 12x18 Digital Download | Printable Wall Art for Quiet Scholar Spaces,$6.99,YES,20,
2026-05-06T22:05:40-04:00,Poster-Academia-0085,4500668786,https://www.etsy.com/listing/4500668786,ACTIVE_READABLE,Orrery Lighthouse Beacon | Dark Academia Astronomy Print | Vintage Celestial Wall Art | 12x18 Digital Download | Quiet Study Decor,$6.99,YES,20,
2026-05-06T22:05:46-04:00,Poster-Academia-0091,4500660013,https://www.etsy.com/listing/4500660013,ACTIVE_READABLE,Dark Academia Celestial Lotus Poster | Vintage Study Room Wall Art | 12x18 Printable Digital Download | Zen Jade Relic Decor,$6.99,YES,20,
2026-05-06T22:05:53-04:00,Poster-Zen-0001,4500669878,https://www.etsy.com/listing/4500669878,ACTIVE_READABLE,Zen Bonsai Wall Art | Celestial Gate of Jade Mist | Premium Digital Print | Meditation Decor | Dark Academia Poster,$9.99,YES,20,
2026-05-07T22:15:24-04:00,Poster-Academia-0001,4500654287,https://www.etsy.com/listing/4500654287,ACTIVE_READABLE,Celestial Gateway Dark Academia Poster | Moonstone Architecture Study Decor | Digital Printable Wall Art 2x3 3x4 4x5 5x7 11x14,$6.99,YES,20,
2026-05-07T22:15:40-04:00,Poster-Academia-0002,4500664506,https://www.etsy.com/listing/4500664506,ACTIVE_READABLE,Dark Academia Obsidian Threshold Poster | Vintage Study Decor | Mentor Wisdom | Premium Digital Print | 12x18,$6.99,YES,20,
2026-05-07T22:16:14-04:00,Poster-Academia-0001,4500654287,https://www.etsy.com/listing/4500654287,ACTIVE_READABLE,Celestial Gateway Dark Academia Poster | Moonstone Architecture Study Decor | Digital Printable Wall Art 2x3 3x4 4x5 5x7 11x14,$6.99,YES,20,
2026-05-07T22:16:22-04:00,Poster-Academia-0002,4500664506,https://www.etsy.com/listing/4500664506,ACTIVE_READABLE,Dark Academia Obsidian Threshold Poster | Vintage Study Decor | Mentor Wisdom | Premium Digital Print | 12x18,$6.99,YES,20,
2026-05-07T22:16:29-04:00,Poster-Academia-0003,4500665474,https://www.etsy.com/listing/4500665474,ACTIVE_READABLE,"Dark Academia Serpentine Portal of Alchemical Texts | Digital Print for Study Decor, Mystical Wall Art, 12x18 Poster",$6.99,YES,20,
2026-05-07T22:16:36-04:00,Poster-Academia-0081,4500657145,https://www.etsy.com/listing/4500657145,ACTIVE_READABLE,Celestial Armillary Sphere | Dark Academia Scholar Print | Vintage Astronomy Wall Art | 12x18 Digital Download | Quiet Study Decor,$6.99,YES,20,
2026-05-07T22:16:46-04:00,Poster-Academia-0082,4500667154,https://www.etsy.com/listing/4500667154,ACTIVE_READABLE,Celestial Armillary Codex | Vintage Astronomy Poster | Dark Academia Wall Art | 12x18 Digital Download,$6.99,YES,20,
2026-05-07T22:16:53-04:00,Poster-Academia-0083,4500667734,https://www.etsy.com/listing/4500667734,ACTIVE_READABLE,Cosmic Lotus Observatory | Steampunk Academia Mentor-Grade Poster | Dark Academia Wall Art | Jade Relic Quiet Study Decor | Digital Download,$12.99,YES,20,
2026-05-07T22:17:00-04:00,Poster-Academia-0084,4500668282,https://www.etsy.com/listing/4500668282,ACTIVE_READABLE,Astrolabe Chalice Relic Dark Academia Poster | Vintage Study Decor | 12x18 Digital Download | Printable Wall Art for Quiet Scholar Spaces,$6.99,YES,20,
2026-05-07T22:17:06-04:00,Poster-Academia-0085,4500668786,https://www.etsy.com/listing/4500668786,ACTIVE_READABLE,Orrery Lighthouse Beacon | Dark Academia Astronomy Print | Vintage Celestial Wall Art | 12x18 Digital Download | Quiet Study Decor,$6.99,YES,20,
2026-05-07T22:17:12-04:00,Poster-Academia-0091,4500660013,https://www.etsy.com/listing/4500660013,ACTIVE_READABLE,Dark Academia Celestial Lotus Poster | Vintage Study Room Wall Art | 12x18 Printable Digital Download | Zen Jade Relic Decor,$6.99,YES,20,
2026-05-07T22:17:18-04:00,Poster-Zen-0001,4500669878,https://www.etsy.com/listing/4500669878,ACTIVE_READABLE,Zen Bonsai Wall Art | Celestial Gate of Jade Mist | Premium Digital Print | Meditation Decor | Dark Academia Poster,$9.99,YES,20,
2026-05-07T23:56:36-04:00,Poster-Academia-0001,4500654287,https://www.etsy.com/listing/4500654287,ACTIVE_READABLE,Celestial Gateway Dark Academia Poster | Moonstone Architecture Study Decor | Digital Printable Wall Art 2x3 3x4 4x5 5x7 11x14,$6.99,YES,20,
2026-05-07T23:56:42-04:00,Poster-Academia-0002,4500664506,https://www.etsy.com/listing/4500664506,ACTIVE_READABLE,Dark Academia Obsidian Threshold Poster | Vintage Study Decor | Mentor Wisdom | Premium Digital Print | 12x18,$6.99,YES,20,
2026-05-07T23:56:48-04:00,Poster-Academia-0003,4500665474,https://www.etsy.com/listing/4500665474,ACTIVE_READABLE,"Dark Academia Serpentine Portal of Alchemical Texts | Digital Print for Study Decor, Mystical Wall Art, 12x18 Poster",$6.99,YES,20,
2026-05-07T23:56:53-04:00,Poster-Academia-0081,4500657145,https://www.etsy.com/listing/4500657145,ACTIVE_READABLE,Celestial Armillary Sphere | Dark Academia Scholar Print | Vintage Astronomy Wall Art | 12x18 Digital Download | Quiet Study Decor,$6.99,YES,20,
2026-05-07T23:56:59-04:00,Poster-Academia-0082,4500667154,https://www.etsy.com/listing/4500667154,ACTIVE_READABLE,Celestial Armillary Codex | Vintage Astronomy Poster | Dark Academia Wall Art | 12x18 Digital Download,$6.99,YES,20,
2026-05-07T23:57:05-04:00,Poster-Academia-0083,4500667734,https://www.etsy.com/listing/4500667734,ACTIVE_READABLE,Cosmic Lotus Observatory | Steampunk Academia Mentor-Grade Poster | Dark Academia Wall Art | Jade Relic Quiet Study Decor | Digital Download,$12.99,YES,20,
2026-05-07T23:57:10-04:00,Poster-Academia-0084,4500668282,https://www.etsy.com/listing/4500668282,ACTIVE_READABLE,Astrolabe Chalice Relic Dark Academia Poster | Vintage Study Decor | 12x18 Digital Download | Printable Wall Art for Quiet Scholar Spaces,$6.99,YES,20,
2026-05-07T23:57:16-04:00,Poster-Academia-0085,4500668786,https://www.etsy.com/listing/4500668786,ACTIVE_READABLE,Orrery Lighthouse Beacon | Dark Academia Astronomy Print | Vintage Celestial Wall Art | 12x18 Digital Download | Quiet Study Decor,$6.99,YES,20,
