Timestamp,ID,Printify_Product_ID,Old_Title,Old_Description,Old_Price,New_Title,New_Description,New_Price
2026-05-08 08:17:21 -0400,Acrylic-Zen-0003,69f2a9b45f78c14a7b0a7290,Deep Work Desk Visual Pagoda Fragment Relic Print Floating 5x7 Acrylic Photo,"<h2>Deep Work Desk Visual Pagoda Fragment Relic Print Floating 5x7 Acrylic Photo</h2><p>A Quiet Jade collection piece built for desks, bookshelves, altar corners, office focus spaces, and collector displays. The visual direction leans into smoky jade tones, quiet luxury decor language, kintsugi detail, and deep-work atmosphere instead of generic mass-market wall art.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block.</li><li><strong>Material:</strong> Acrylic block display with depth, gloss, and light-reflective finish.</li><li><strong>Style:</strong> Zen collector aesthetic; smoky jade, wabi-sabi, scholar-room mood.</li><li><strong>Best For:</strong> apartment decor, reading nook styling, focused workspaces, collectors, and giftable room accents.</li></ul><p><strong>Image Note:</strong> The main image shows the physical product customers receive. Additional gallery images are concept, detail, or collection-reference views and are not extra products or selectable variations.</p><p><strong>Search Themes:</strong> Pagoda Fragment Relic Print Floating, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Meditation Decor, Calm Desk Art</p><p><small>Reference SKU: Acrylic-Zen-0003; Subject: Pagoda Fragment Relic Print Floating</small></p>",$89.99,Meditation Room Jade Relic Deep Work Visual Pagoda 5x7 Acrylic Block Shelf Gift,"<h2>Meditation Room Jade Relic Deep Work Visual Pagoda 5x7 Acrylic Block Shelf Gift</h2><p>This listing is part of a focused search-intent experiment for reading nook decor. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Reading Nook Warm Lamp.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> reading nook decor, meditation room wall art, tea room accent, quiet corner decor, dorm desk calm art, deep work visual.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Zen-0003. Prior title: Deep Work Desk Visual Pagoda Fragment Relic Print Floating 5x7 Acrylic Photo</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Zen-0005,69f2c22e9b469f716d0ea954,Gallery Desk Art Incense Vessel Constellation for Meditation 5x7 Acrylic Photo,"<h2>Gallery Desk Art Incense Vessel Constellation for Meditation 5x7 Acrylic Photo</h2><p>A Quiet Jade collection piece built for desks, bookshelves, altar corners, office focus spaces, and collector displays. The visual direction leans into smoky jade tones, quiet luxury decor language, kintsugi detail, and deep-work atmosphere instead of generic mass-market wall art.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block.</li><li><strong>Material:</strong> Acrylic block display with depth, gloss, and light-reflective finish.</li><li><strong>Style:</strong> Zen collector aesthetic; smoky jade, wabi-sabi, scholar-room mood.</li><li><strong>Best For:</strong> apartment decor, reading nook styling, focused workspaces, collectors, and giftable room accents.</li></ul><p><strong>Image Note:</strong> The main image shows the physical product customers receive. Additional gallery images are concept, detail, or collection-reference views and are not extra products or selectable variations.</p><p><strong>Search Themes:</strong> Incense Vessel Constellation for Meditat, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Meditation Decor, Calm Desk Art</p><p><small>Reference SKU: Acrylic-Zen-0005; Subject: Incense Vessel Constellation for Meditation</small></p>",$89.99,Meditation Room Jade Relic Incense Vessel Constellation 5x7 Acrylic Block Decor,"<h2>Meditation Room Jade Relic Incense Vessel Constellation 5x7 Acrylic Block Decor</h2><p>This listing is part of a focused search-intent experiment for tea room accent. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Reading Nook Warm Lamp.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> reading nook decor, meditation room wall art, tea room accent, quiet corner decor, dorm desk calm art, deep work visual.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Zen-0005. Prior title: Gallery Desk Art Incense Vessel Constellation for Meditation 5x7 Acrylic Photo</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Grimdark-0001,69f82b8aa1a4c45aad055063,Deep Work Desk Visual Lantern Soul Cage Crimson Flame 5x7 Acrylic Photo Block,"<h2>Deep Work Desk Visual Lantern Soul Cage Crimson Flame 5x7 Acrylic Photo Block</h2><p>A Quiet Jade collection piece built for desks, bookshelves, altar corners, office focus spaces, and collector displays. The visual direction leans into smoky jade tones, quiet luxury decor language, kintsugi detail, and deep-work atmosphere instead of generic mass-market wall art.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block.</li><li><strong>Material:</strong> Acrylic block display with depth, gloss, and light-reflective finish.</li><li><strong>Style:</strong> Grimdark collector aesthetic; smoky jade, wabi-sabi, scholar-room mood.</li><li><strong>Best For:</strong> apartment decor, reading nook styling, focused workspaces, collectors, and giftable room accents.</li></ul><p><strong>Image Note:</strong> The main image shows the physical product customers receive. Additional gallery images are concept, detail, or collection-reference views and are not extra products or selectable variations.</p><p><strong>Search Themes:</strong> Lantern Soul Cage Crimson Flame, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Gothic Study Decor, Alchemy Decor</p><p><small>Reference SKU: Acrylic-Grimdark-0001; Subject: Lantern Soul Cage Crimson Flame</small></p>",$89.99,Dark Study Smoky Jade Deep Work Visual Lantern 5x7 Acrylic Block Shelf Decor,"<h2>Dark Study Smoky Jade Deep Work Visual Lantern 5x7 Acrylic Block Shelf Decor</h2><p>This listing is part of a focused search-intent experiment for dark study room decor. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Reading Nook Warm Lamp.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0001. Prior title: Deep Work Desk Visual Lantern Soul Cage Crimson Flame 5x7 Acrylic Photo Block</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Grimdark-0009,69f83b5cf9374ed4f105a180,Gothic Grimdark Lich Phylactery Lantern 5x7 Acrylic Print Dark Fantasy Home,"<p>This 5x7 acrylic print captures the haunting beauty of a Lich's Phylactery Lantern, a grimdark artifact forged from wrought iron and ghostly topaz glass. The amber spirit flame swirls within, casting a bioluminescent glow through cracked refractive layers. A premium collectible for dark fantasy enthusiasts, it brings an aura of ancient magic and undead lore to any space.</p><p>Display this piece on a study desk, bookshelf, or altar to evoke the mood of a gothic ritual chamber. The high-contrast shadows and bone inlay details reward close inspection, while the museum-grade finish ensures lasting vibrancy. Ideal for fans of grimdark art, necromancer aesthetics, or dark academia decor.</p><ul><li><strong>Includes:</strong> One 5x7 acrylic print, ready to hang or stand</li><li><strong>Material:</strong> High-gloss acrylic with UV-resistant ink</li><li><strong>Size:</strong> 5x7 inches (12.7 x 17.8 cm)</li><li><strong>Style:</strong> Grimdark Mentor-Grade, gothic artifact</li><li><strong>DNA Profile:</strong> Wrought iron, ghostly topaz glass, amber spirit flame, gothic filigree, bone inlay, refractive depth, bioluminescent light, micro-engraved surface relief, handcrafted edge bevels, layered translucent depth, subtle internal glow, kintsugi-like vein logic, floating accent fragments, cinematic rim lighting, soft museum-grade overhead fill</li><li><strong>Use Cases:</strong> Dark fantasy home decor, gothic study accent, collector display, Halloween ambiance, occult-themed room, gift for grimdark fans</li></ul><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p><em>Image Note: </em></p>",$89.99,Quiet Luxury Jade Relic Lich Phylactery Lantern Fantasy 5x7 Acrylic Block Decor,"<h2>Quiet Luxury Jade Relic Lich Phylactery Lantern Fantasy 5x7 Acrylic Block Decor</h2><p>This listing is part of a focused search-intent experiment for moody desk display. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Quiet Luxury Apartment.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0009. Prior title: Gothic Grimdark Lich Phylactery Lantern 5x7 Acrylic Print Dark Fantasy Home</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Grimdark-0017,69f86b8e83a8608fd80f1341,Grimdark Aesthetic Dreadlord Beacon Lantern 5x7 Acrylic Block Dark Decor Shelf,"<p>This Dreadlord's Dominion Beacon acrylic block captures a grimdark mentor-grade artifact in miniature form. The ornate wrought-iron lantern with demonic horns encloses a trapped scarlet spirit flame, its light refracting through cracked ghostly garnet glass. A perfect accent for a gothic study, altar shelf, or collector's cabinet.</p><p>Display this 5x7 block on a desk, bookshelf, or mantel to evoke a dark fantasy atmosphere. The high-contrast macro photography and cinematic rim lighting bring out the bioluminescent core and refined kintsugi-like vein logic. Use it as a paperweight, a decorative object, or a conversation starter for fans of grimdark lore.</p><ul><li><strong>Includes:</strong> One 5x7 acrylic block print</li><li><strong>Material:</strong> Premium clear acrylic with UV-cured print</li><li><strong>Size:</strong> 5x7 inches (12.7 x 17.8 cm)</li><li><strong>Style:</strong> Grimdark Mentor-Grade</li><li><strong>DNA Profile:</strong> Wrought iron, ghostly garnet glass, scarlet spirit flame, gothic filigree, micro-engraved surface relief, layered translucent depth, internal bioluminescent glow</li><li><strong>Use Cases:</strong> Gothic decor, dark fantasy collection, study shelf accent, altar display, gift for grimdark enthusiasts</li></ul><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p><em>Image Note: </em></p>",$89.99,Collector Shelf Smoky Jade Dreadlord Beacon Lantern 5x7 Acrylic Block Shelf,"<h2>Collector Shelf Smoky Jade Dreadlord Beacon Lantern 5x7 Acrylic Block Shelf</h2><p>This listing is part of a focused search-intent experiment for gothic shelf decor. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Quiet Luxury Apartment.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0017. Prior title: Grimdark Aesthetic Dreadlord Beacon Lantern 5x7 Acrylic Block Dark Decor Shelf</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Grimdark-0022,69f8818abe136844f0003e48,Violet Torment Lantern 5x7 Acrylic Grimdark Gothic Decor for Dark Fantasy Study,"<p>This 5x7 acrylic print presents the Violet Torment Lantern, a grimdark artifact forged from blackened wrought iron with razor-sharp filigree and a violent violet spirit flame. The amethyst-tinted glass and internal bioluminescent glow create a corrupted, collector-grade aesthetic perfect for dark fantasy enthusiasts.</p><p>Ideal for a study desk, bookshelf, or gothic decor collection, this premium acrylic piece captures the translucent depth and oxidized iron details of the original design. The high-gloss surface and crisp silhouette ensure the lantern becomes a focal point in any room, from a minimalist workspace to a vintage-inspired library.</p><ul><li><strong>Includes:</strong> One 5x7 acrylic print, ready to display (stand not included)</li><li><strong>Material:</strong> Premium acrylic with high-gloss finish, UV-resistant ink</li><li><strong>Size:</strong> 5x7 inches (12.7 x 17.8 cm)</li><li><strong>Style:</strong> Grimdark Mentor-Grade with violet spirit flame, blackened iron filigree, and layered translucent depth</li><li><strong>DNA Profile:</strong> Violet flame, amethyst gothic, corrupted spirit vessel, blackened iron filigree, dark fantasy artifact, grimdark collectible, translucent depth, premium lantern design, wrought iron craftsmanship, bioluminescent accent</li><li><strong>Use Cases:</strong> Dark fantasy study decor, gothic bookshelf accent, collector gift for grimdark fans, vintage intellectual desk piece, minimalist room focal point</li></ul><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p><em>Image Note: </em></p>",$89.99,Dark Study Smoky Jade Violet Torment Lantern Fantasy 5x7 Acrylic Block Shelf,"<h2>Dark Study Smoky Jade Violet Torment Lantern Fantasy 5x7 Acrylic Block Shelf</h2><p>This listing is part of a focused search-intent experiment for dark study room decor. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Quiet Luxury Apartment.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0022. Prior title: Violet Torment Lantern 5x7 Acrylic Grimdark Gothic Decor for Dark Fantasy Study</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Grimdark-0031,69f88ee825819cdf3d057c87,Collector Shelf Smoky Jade Midnight Sanctuary 5x7 Acrylic Block Shelf Decor,"<h2>Collector Shelf Smoky Jade Midnight Sanctuary 5x7 Acrylic Block Shelf Decor</h2><p>This listing is part of a focused search-intent experiment for collector gift. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Quiet Luxury Apartment.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> acrylic photo block, desk display, shelf decor, collector gift, office decor, quiet jade, premium aesthetic, giftable decor.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0031. Prior title: Collector Shelf Smoky Jade Midnight Sanctuary 5x7 Acrylic Block Shelf Decor</small></p>",$84.99,Quiet Luxury Jade Relic Collector Smoky Midnight Sanctuary 5x7 Acrylic Block,"<h2>Quiet Luxury Jade Relic Collector Smoky Midnight Sanctuary 5x7 Acrylic Block</h2><p>This listing is part of a focused search-intent experiment for smoky jade relic. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Quiet Luxury Apartment.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0031. Prior title: Collector Shelf Smoky Jade Midnight Sanctuary 5x7 Acrylic Block Shelf Decor</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Grimdark-0032,69f88fd4feed9979d10d0ce7,Grimdark Amber Monastery Soul Lantern 5x7 Acrylic Art Gothic Decor Golden Flame,"<p>This Grimdark Mentor-Grade acrylic print captures the Amber Monastery Soul Lantern, an ethereal gothic artifact with a wrought iron monastery gate frame and swirling golden-orange spirit flame. The design features amber crystal inlays, floating talisman fragments, and ink-wash nebula patterns on imperial jade glass panels, all glowing with a soft amber luminescence. A refined kintsugi-like vein logic and micro-engraved surface relief create a hyper-detailed, high-end collectible aesthetic.</p><p>Printed on premium 5x7 acrylic, this piece delivers luminous depth and refractive light, making it ideal for a study desk, bookshelf, or dark academia-inspired wall display. The high-gloss surface and edge bevels enhance the visual impact, while the white background isolation ensures the artifact stands out in any room.</p><ul><li><strong>Includes:</strong> One 5x7 acrylic print, ready to hang or display on a stand (stand not included)</li><li><strong>Material:</strong> High-gloss acrylic with UV-resistant inks</li><li><strong>Size:</strong> 5x7 inches (12.7 x 17.8 cm)</li><li><strong>Style:</strong> Grimdark Mentor-Grade, gothic collectible</li><li><strong>DNA Profile:</strong> Wrought Iron, Amber Crystal, Imperial Jade Glass, Talisman Fragments, Golden-Orange Flame</li><li><strong>Use Cases:</strong> Gothic decor, study desk accent, collector display, gift for dark fantasy enthusiasts</li></ul><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p>",$89.99,Collector Shelf Smoky Jade Amber Monastery Soul Lantern 5x7 Acrylic Block Decor,"<h2>Collector Shelf Smoky Jade Amber Monastery Soul Lantern 5x7 Acrylic Block Decor</h2><p>This listing is part of a focused search-intent experiment for collector shelf object. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Reading Nook Warm Lamp.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0032. Prior title: Grimdark Amber Monastery Soul Lantern 5x7 Acrylic Art Gothic Decor Golden Flame</small></p>",$89.99
2026-05-08 08:17:21 -0400,Acrylic-Grimdark-0036,69f8918925819cdf3d057e2d,Gothic Frost Cathedral Soul Lantern 5x7 Acrylic Display Grimdark Artifact Shelf,"<p>This 5x7 acrylic print presents the <strong>Frost Cathedral Soul Lantern</strong>, a gothic artifact that captures the grimdark mentor-grade aesthetic. The design features an ethereal lantern with a wrought-iron cathedral gate frame, aquamarine inlays, and an ice-blue spirit flame surrounded by floating talisman fragments. Ink-wash nebula patterns on imperial jade glass panels create a soft frost glow, evoking a sense of ancient mystery and refined darkness.</p><p>Perfect for display on a study desk, bookshelf, or altar, this acrylic piece brings a moody, collector-focused presence to any space. The high-gloss surface and edge-to-edge printing enhance the layered depth and internal bioluminescent glow, making it a standout addition to a gothic or dark academia interior.</p><ul><li><strong>Includes:</strong> One 5x7 acrylic print with pre-installed hanging hardware (stand not included)</li><li><strong>Material:</strong> Premium acrylic with UV-resistant inks</li><li><strong>Size:</strong> 5x7 inches (12.7 x 17.8 cm)</li><li><strong>Style:</strong> Grimdark Mentor-Grade</li><li><strong>DNA Profile:</strong> Frost soul lantern, cathedral gate, aquamarine crystal, ice-blue flame, jade glass, wrought iron, talisman fragments, gothic artifact</li><li><strong>Use Cases:</strong> Study desk decor, gothic altar piece, dark academia wall art, collector display, mentor-grade gift</li></ul><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p><em>Image Note: </em></p>",$89.99,Quiet Luxury Jade Relic Frost Cathedral Soul Lantern 5x7 Acrylic Block Shelf,"<h2>Quiet Luxury Jade Relic Frost Cathedral Soul Lantern 5x7 Acrylic Block Shelf</h2><p>This listing is part of a focused search-intent experiment for occult library art. It is written for buyers decorating quiet shelves, meditation corners, gothic study desks, collector rooms, and deep-work apartments, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 5x7 vertical acrylic photo block, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Quiet Luxury Apartment.</li><li><strong>Design Language:</strong> refractive depth, smoky jade color, internal glow, and premium desk-object presence.</li><li><strong>Search Lane:</strong> gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic.</li></ul><p><strong>Image Note:</strong> This is a single printed acrylic display block. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Acrylic-Grimdark-0036. Prior title: Gothic Frost Cathedral Soul Lantern 5x7 Acrylic Display Grimdark Artifact Shelf</small></p>",$89.99
2026-05-08 08:17:21 -0400,Poster-Academia-0023,69f89fda2592a8ad8e0f2e79,Hermetic Knowledge Lantern Dark Academia Poster 12x18 Library Decor Wall Study,"<p>Elevate your study or library with the Hermetic Knowledge Lantern, a dark academia poster that channels the mystique of alchemical discovery. This mentor-grade design features a corroded copper vessel with cracked glass panels, kintsugi gold seams, and toxic jade bioluminescence, capturing the essence of ancient hermetic texts in cinematic light.</p><p>Printed on premium semi-gloss paper, this 12x18 poster delivers rich color depth and fine detail, perfect for framing and display in a home office, reading nook, or academic workspace. The dramatic emerald glow and intricate corrosion patterns create an immersive focal point for any intellectual interior.</p><ul><li><strong>Includes:</strong> One 12x18 poster (unframed)</li><li><strong>Material:</strong> Premium semi-gloss poster paper (200 gsm)</li><li><strong>Size:</strong> 12 x 18 inches (30.5 x 45.7 cm)</li><li><strong>Style:</strong> Dark Academia, Mentor-Grade</li><li><strong>DNA Profile:</strong> Corroded Copper, Cracked Glass, Kintsugi Gold, Toxic Jade, Ancient Parchment, brass clockwork, jade bioluminescence, alchemical dust, cinematic lighting</li><li><strong>Use Cases:</strong> Study desk decor, library wall art, vintage collector gift, student room accent, alchemical aesthetic display</li></ul><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p><em>Image Note: The main image shows the actual poster you will receive. Additional images are bonus concept and detail reference images; they do not represent extra products or selectable variations.</em></p>",$34.99,Dark Academia Reading Nook Art Hermetic Knowledge Lantern Library 12x18 Matte,"<h2>Dark Academia Reading Nook Art Hermetic Knowledge Lantern Library 12x18 Matte</h2><p>This listing is part of a focused search-intent experiment for home library wall art. It is written for buyers decorating reading nooks, home libraries, dorm study walls, meditation rooms, and quiet apartment corners, not for generic wall-art browsing.</p><ul><li><strong>Includes:</strong> One 12x18 matte poster, produced on demand through Printify.</li><li><strong>Visual Mood:</strong> Reading Nook Warm Lamp.</li><li><strong>Design Language:</strong> matte paper mood, cinematic depth, smoky jade tones, and calm visual focus.</li><li><strong>Search Lane:</strong> dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print.</li></ul><p><strong>Image Note:</strong> This is a single printed poster. The main artwork is the product customers receive; any additional gallery images are concept/detail references.</p><p><small>Reference SKU: Poster-Academia-0023. Prior title: Hermetic Knowledge Lantern Dark Academia Poster 12x18 Library Decor Wall Study</small></p>",$34.99
