Timestamp,ID,Product_Type,Category,Printify_Product_ID,eBay_Item_ID,Old_Price,New_Price,Old_Title_Length,New_Title_Length,Old_Title,New_Title,Search_Tags,Price_Decision,Apply_Status
2026-05-07 00:46:18 -0400,Poster-Academia-0002,Poster,Academia,69f2906f7f1017d51b0d5f76,406902600741,$34.99,$34.99,79,76,Dark Academia Obsidian Threshold Poster 12x18 Vintage Study Decor Mentor Wisdom,Deep Work Visual Poster Obsidian Threshold Vintage Mentor Wisdom 12x18 Matte,"Obsidian Threshold Vintage Mentor Wisdom, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0003,Poster,Academia,69f29152357398ded80f8178,406902616799,$34.99,$34.99,76,78,Dark Academia Serpentine Portal of Alchemical Texts 12x18 Poster Study Decor,Reading Nook Wall Decor Serpentine Portal of Alchemical Texts 12x18 Matte Gift,"Serpentine Portal of Alchemical Texts, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0005,Poster,Academia,69f847b45da263f75f04cdbd,406903038850,$34.99,$34.99,76,77,Arcane Archway of Forbidden Chronicles Dark Academia 12x18 Poster Study Room,Smoky Jade Wall Art Arcane Archway of Forbidden Chronicles 12x18 Matte Poster,"Arcane Archway of Forbidden Chronicles, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0006,Poster,Academia,69f84864feed9979d10cd5ba,406903042690,$34.99,$34.99,78,79,Dark Academia Ethereal Torii Poster 12x18 Study Room Decor Scholarly Ascension,Quiet Luxury Apartment Art Ethereal Torii Scholarly Ascension 12x18 Matte Decor,"Ethereal Torii Scholarly Ascension, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0008,Poster,Academia,69f84b3d5da263f75f04d1f7,406903046097,$34.99,$34.99,79,78,Dark Academia Mystic Threshold Infinite Knowledge Poster 12x18 Study Decor Wall,Reading Nook Wall Decor Mystic Threshold Infinite Knowledge 12x18 Matte Poster,"Mystic Threshold Infinite Knowledge, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0009,Poster,Academia,69f8547125819cdf3d05522b,406903209258,$34.99,$34.99,76,79,Dark Academia Sanctum Gate of Preserved Wisdom 12x18 Poster Study Decor Wall,Wabi Sabi Study Print Sanctum Gate of Preserved Wisdom 12x18 Matte Poster Decor,"Sanctum Gate of Preserved Wisdom, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0010,Poster,Academia,69f854ed09f3b7302401ed2e,406903249496,$34.99,$34.99,78,79,Dark Academia Hermetic Portal of Ancient Codices 12x18 Poster Study Decor Wall,Quiet Luxury Apartment Art Hermetic Portal of Ancient Codices 12x18 Matte Decor,"Hermetic Portal of Ancient Codices, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0011,Poster,Academia,69f850b425819cdf3d054e10,406903250376,$34.99,$34.99,76,75,Dark Academia Celestial Archway Poster 12x18 Study Room Decor Timeless Tomes,Deep Work Visual Poster Celestial Archway Timeless Tomes 12x18 Matte Poster,"Celestial Archway Timeless Tomes, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0013,Poster,Academia,69f855abffbc831dea0847c8,406903251282,$34.99,$34.99,79,79,Dark Academia Alchemist Threshold Transmuted Knowledge 12x18 Poster Study Decor,Wabi Sabi Study Print Alchemist Threshold Transmuted Knowledge 12x18 Matte Gift,"Alchemist Threshold Transmuted Knowledge, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
2026-05-07 00:46:18 -0400,Poster-Academia-0083,Poster,Academia,69f2a1b8a7777da197101a96,406902669660,$34.99,$34.99,75,79,Academia Mentor-Grade Cosmic Lotus Observatory 12x18 Poster Steampunk Study,Quiet Luxury Apartment Art Cosmic Lotus Observatory Steampunk 12x18 Matte Decor,"Cosmic Lotus Observatory Steampunk, Smoky Jade, Quiet Luxury Decor, Deep Work Visuals, Reading Nook Decor, Wabi Sabi Decor, Scholar Room, Apartment Decor, Jade Art, Kintsugi Aesthetic, Collector Gift, Dark Study Decor, Library Wall Art",Poster value-pivot target $34.99; above cost+shipping+fees guardrail.,LOCAL_APPLIED
